survey,site,cell,adult,tadpole,subadult,water,year,surv,date,fish,depth,elev,basin,surveyyear
1661,442,114,0,0,0,1.72,8,1,226,SF,5.395701046,0.125204723,0,
1682,444,31,0,0,0,1.72,8,1,223,SF,0.877582531,0.042408499,1,
1685,445,71,0,0,0,1.72,8,1,197,SF,0.678983915,0.446353712,1,
1686,446,97,0,0,0,1.72,8,1,187,SF,4.402707966,-1.485558175,0,
1693,449,112,0,0,0,1.72,8,1,233,No,3.707612809,-2.456532072,0,
1702,453,95,0,0,0,1.72,8,1,215,SFL,2.938043172,-3.063704379,0,
1706,454,117,0,0,0,1.72,8,1,196,SFL,4.526832101,-1.611006999,0,
1709,455,92,0,0,0,1.72,8,1,179,SF,2.416721805,0.152803464,0,
1712,456,108,3,0,11,1.72,8,1,239,No,5.395701046,0.100114958,0,
1724,461,106,0,0,0,1.72,8,1,233,No,3.78208729,-2.554382154,0,
1728,463,107,0,0,0,1.72,8,1,254,No,6.885190666,-1.144337374,0,
1729,464,86,0,0,0,1.72,8,1,170,SF,3.657963155,-0.05795056,0,
1731,465,112,0,0,0,1.72,8,1,233,SFL,2.689794902,-2.484130813,0,
1733,466,108,0,0,0,1.72,8,1,187,SF,0.55485978,-1.347564469,0,
1740,469,103,0,0,0,1.72,8,1,222,SFL,2.416721805,0.406210089,0,
1743,470,118,1,0,0,1.72,8,1,256,No,1.79610113,-0.93358335,0,
1749,472,107,3,0,0,1.72,8,1,201,No,1.54785286,-0.376590572,0,
1755,473,86,0,0,0,1.72,8,1,172,SF,3.657963155,0.288288194,0,
1761,475,93,0,0,0,1.72,8,1,255,SF,2.0443494,0.915532313,0,
1762,476,115,0,0,0,1.72,8,1,206,SFL,6.636942396,1.221627444,0,
1764,477,60,0,0,0,1.72,8,1,249,SF,1.572677687,0.905496407,1,
1779,482,118,0,0,0,1.72,8,1,207,SF,2.168473535,-0.823188385,0,
1782,483,117,0,3,2,1.72,8,1,213,SFL,2.0443494,-1.134301468,0,
1788,484,115,9,0,0,1.72,8,1,207,SFL,2.913218345,1.251735161,0,
1789,485,130,3,100,0,1.72,8,1,232,No,6.388694126,0.574311513,0,
1798,487,113,2,0,0,1.72,8,1,204,SFL,6.885190666,-0.524620184,0,
1809,488,93,0,0,0,1.72,8,1,255,SF,1.920225265,0.672161595,0,
1811,489,65,0,0,0,1.72,8,1,247,SF,0.952057012,0.240617641,1,
1825,490,41,0,0,0,1.72,8,1,145,SFL,-0.189885031,-1.485558175,1,
1842,491,98,0,0,0,1.72,8,1,187,SF,2.0443494,0.16283937,0,
1847,492,104,0,0,0,1.72,8,1,191,SF,1.423728725,0.609437183,0,
1852,494,82,0,0,0,1.72,8,1,253,SF,1.05135632,0.12018677,0,
1855,495,103,0,0,0,1.72,8,1,224,SF,3.53383902,0.147785511,0,
1871,498,103,0,0,0,1.72,8,1,238,SF,3.409714885,0.371084418,0,
1873,499,118,17,32,29,1.72,8,1,240,SFL,1.54785286,-0.090567254,0,
1876,500,117,1,0,4,1.72,8,1,213,SFL,6.885190666,-1.144337374,0,
1882,501,107,0,0,0,1.72,8,1,254,SF,6.885190666,-1.279822104,0,
1896,505,125,1,0,2,1.72,8,1,251,No,-0.438133301,0.2130189,0,
1909,507,135,1,3,0,1.72,8,1,221,SF,3.161466615,0.283270241,0,
1914,508,101,0,0,0,1.72,8,1,251,SF,2.913218345,-1.879467482,0,
1918,509,104,0,0,0,1.72,8,1,254,SF,2.913218345,0.887933572,0,
1922,510,104,0,0,0,1.72,8,1,200,SF,6.885190666,1.128795314,0,
1925,511,112,0,0,0,1.72,8,1,235,SF,6.885190666,-2.085203553,0,
1926,512,106,0,0,0,1.72,8,1,220,SF,1.969874919,-1.937173941,0,
1934,514,129,1,0,0,1.72,8,1,252,SF,3.906211425,-0.27874049,0,
1938,515,124,0,0,0,1.72,8,1,219,SF,2.416721805,-0.085549301,0,
1942,517,130,0,0,0,1.72,8,1,222,No,4.650956236,0.96069389,0,
1943,518,108,0,0,0,1.72,8,1,241,SF,6.885190666,-1.101684774,0,
1946,519,124,2,128,9,1.72,8,1,219,No,0.55485978,-0.017806936,0,
1951,520,125,0,1,0,1.72,8,1,251,No,-0.487782955,0.273234335,0,
2062,548,124,1,1,0,1.72,8,1,218,No,-0.264359512,0.288288194,0,
2065,549,117,1,0,5,1.72,8,1,214,No,-0.314009166,-0.981253903,0,
2069,550,129,0,0,0,1.72,8,1,253,No,-0.562257436,0.303342053,0,
2073,552,124,0,0,0,1.72,8,1,217,No,-0.462958128,-0.140746783,0,
2091,559,103,0,0,0,1.72,8,1,223,No,-0.438133301,0.333449771,0,
2100,562,129,0,0,0,1.72,8,1,253,No,-0.512607782,0.303342053,0,
2104,564,117,0,0,0,1.72,8,1,192,No,-0.314009166,-1.224624622,0,
2117,568,124,0,0,0,1.72,8,1,256,No,-0.413308474,0.243126618,0,
2118,569,113,0,0,0,1.72,8,1,207,No,-0.487782955,-0.062968513,0,
2125,572,119,0,0,0,1.72,8,1,233,No,-0.487782955,0.012300782,0,
2128,573,125,0,0,0,1.72,8,1,251,No,-0.438133301,0.273234335,0,
2137,574,135,0,0,0,1.72,8,1,252,No,-0.512607782,0.486497336,0,
2138,575,124,0,0,0,1.72,8,1,217,No,-0.438133301,-0.140746783,0,
2148,580,113,0,0,0,1.72,8,1,206,No,-0.314009166,0.07753417,0,
2150,581,113,0,0,0,1.72,8,1,205,No,-0.413308474,-0.552218926,0,
2155,583,118,0,0,0,1.72,8,1,257,No,-0.487782955,0.027354641,0,
2166,585,124,0,0,0,1.72,8,1,219,No,-0.462958128,-0.062968513,0,
2167,586,113,0,0,0,1.72,8,1,236,No,-0.462958128,-0.582326643,0,
2170,587,117,0,0,1,1.72,8,1,212,No,-0.537432609,-0.858314056,0,
2175,588,117,1,0,0,1.72,8,1,192,No,-0.165060204,-1.224624622,0,
2186,590,124,0,0,0,1.72,8,1,217,No,-0.438133301,-0.140746783,0,
2188,591,124,0,0,0,1.72,8,1,218,No,-0.413308474,-0.18590836,0,
2190,592,117,0,0,0,1.72,8,1,194,No,-0.36365882,-1.500612034,0,
2197,593,103,0,0,0,1.72,8,1,222,No,-0.388483647,0.579329465,0,
2203,596,124,0,3,0,1.72,8,1,218,No,-0.438133301,0.258180476,0,
2206,597,124,0,0,0,1.72,8,1,219,No,-0.512607782,-0.062968513,0,
2208,598,103,0,0,0,1.72,8,1,240,No,-0.413308474,0.975747749,0,
2209,599,124,0,0,0,1.72,8,1,256,No,-0.537432609,0.243126618,0,
2213,601,124,0,0,0,1.72,8,1,258,No,-0.462958128,-0.123183948,0,
2219,604,117,0,0,0,1.72,8,1,193,No,-0.314009166,-1.500612034,0,
2221,605,117,4,9,9,1.72,8,1,199,No,0.182487374,-1.317456751,0,
2230,608,129,0,0,0,1.72,8,1,253,No,-0.413308474,0.333449771,0,
2244,610,124,0,0,0,1.72,8,1,219,No,-0.512607782,-0.032860795,0,
2247,611,124,0,0,0,1.72,8,1,219,No,-0.462958128,0.471443477,0,
2248,612,118,0,0,0,1.72,8,1,256,No,-0.462958128,0.2130189,0,
2254,614,108,0,0,0,1.72,8,1,238,No,-0.314009166,0.441335759,0,
2256,615,112,0,0,0,1.72,8,1,234,No,-0.512607782,-2.356173013,0,
2257,616,113,0,0,0,1.72,8,1,207,No,-0.462958128,0.027354641,0,
2260,617,117,1,0,3,1.72,8,1,209,No,-0.36365882,-1.287349033,0,
2268,619,124,0,0,0,1.72,8,1,207,No,-0.264359512,0.027354641,0,
2271,620,129,0,0,0,1.72,8,1,253,No,-0.438133301,0.303342053,0,
2274,621,103,0,0,0,1.72,8,1,223,No,-0.438133301,0.363557488,0,
2275,622,124,0,0,0,1.72,8,1,207,No,-0.438133301,-0.078022372,0,
2280,624,112,0,0,0,1.72,8,1,234,No,-0.413308474,-2.205634424,0,
2281,625,118,0,0,0,1.72,8,1,256,No,-0.462958128,0.180402206,0,
2283,626,124,0,0,0,1.72,8,1,255,No,-0.413308474,0.303342053,0,
2286,627,97,0,0,0,1.72,8,1,178,No,-0.189885031,-1.771581494,0,
2288,628,118,0,0,0,1.72,8,1,257,No,-0.562257436,0.090079052,0,
2292,629,113,0,0,0,1.72,8,1,205,No,-0.462958128,-0.72032035,0,
2302,631,88,0,0,0,1.72,8,1,258,No,-0.512607782,0.609437183,0,
2323,633,125,0,0,0,1.72,8,1,251,No,-0.487782955,0.273234335,0,
2334,635,118,0,0,0,1.72,8,1,257,No,-0.413308474,0.090079052,0,
2342,636,118,1,0,5,1.72,8,1,256,No,-0.438133301,0.180402206,0,
2348,638,124,1,7,6,1.72,8,1,255,No,-0.487782955,0.366066465,0,
2360,643,130,0,0,0,1.72,8,1,222,No,-0.289184339,0.930586172,0,
2363,645,118,0,0,0,1.72,8,1,256,No,-0.562257436,0.180402206,0,
2367,647,117,0,0,0,1.72,8,1,200,No,-0.36365882,-0.981253903,0,
2378,652,124,0,0,0,1.72,8,1,256,No,-0.413308474,0.243126618,0,
2381,653,113,0,0,0,1.72,8,1,205,No,-0.413308474,-0.552218926,0,
2384,654,114,0,0,0,1.72,8,1,236,No,-0.462958128,0.090079052,0,
2390,657,113,0,0,0,1.72,8,1,207,No,-0.438133301,-0.338955925,0,
2397,659,117,0,0,0,1.72,8,1,195,No,-0.264359512,-1.530719752,0,
2409,662,107,0,0,0,1.72,8,1,256,No,-0.537432609,-0.966200044,0,
2410,663,113,0,0,0,1.72,8,1,207,No,-0.487782955,-0.338955925,0,
2413,664,125,0,0,0,1.72,8,1,251,No,-0.413308474,0.2130189,0,
2428,668,124,0,0,0,1.72,8,1,217,No,-0.462958128,-0.002753077,0,
2431,669,119,0,0,0,1.72,8,1,233,No,-0.537432609,-0.017806936,0,
2436,671,113,0,0,0,1.72,8,1,237,No,-0.314009166,-0.246123795,0,
2439,673,118,0,0,0,1.72,8,1,257,No,-0.413308474,0.059971335,0,
2448,674,104,0,0,0,1.72,8,1,201,No,-0.189885031,0.679688525,0,
2450,675,118,0,0,0,1.72,8,1,257,No,-0.462958128,-0.032860795,0,
2451,676,124,0,0,0,1.72,8,1,255,No,-0.562257436,0.396174183,0,
2454,677,125,0,38,4,1.72,8,1,251,No,-0.36365882,0.273234335,0,
2463,678,118,0,0,0,1.72,8,1,257,No,-0.512607782,0.027354641,0,
2467,679,98,0,0,0,1.72,8,1,188,No,-0.462958128,0.396174183,0,
2468,680,113,0,0,0,1.72,8,1,205,No,-0.487782955,-0.72032035,0,
2470,681,113,0,0,0,1.72,8,1,205,No,-0.438133301,-0.507057349,0,
2472,682,118,0,9,0,1.72,8,1,256,No,-0.413308474,0.2130189,0,
2476,683,118,0,0,0,1.72,8,1,256,No,-0.487782955,0.180402206,0,
2480,684,129,0,0,0,1.72,8,1,253,No,-0.462958128,0.333449771,0,
2482,685,102,0,0,0,1.72,8,1,187,SFL,-0.065760896,-1.738964799,0,
2489,689,113,0,0,0,1.72,8,1,206,No,-0.487782955,-0.017806936,0,
2492,690,108,0,0,0,1.72,8,1,236,No,-0.438133301,-0.002753077,0,
2493,691,124,0,0,0,1.72,8,1,255,No,-0.413308474,0.243126618,0,
2496,692,124,0,0,0,1.72,8,1,256,No,-0.36365882,0.303342053,0,
2499,693,117,0,0,0,1.72,8,1,200,No,-0.462958128,-0.981253903,0,
2501,694,92,0,0,0,1.72,8,1,186,No,-0.512607782,0.443844736,0,
2506,695,113,0,0,0,1.72,8,1,237,No,-0.462958128,-0.170854501,0,
2507,696,98,0,0,0,1.72,8,1,176,No,-0.487782955,-0.828206338,0,
2524,701,117,0,0,0,1.72,8,1,179,No,-0.289184339,-1.698821176,0,
2530,704,113,0,0,0,1.72,8,1,204,No,-0.487782955,-0.316375137,0,
2535,706,118,0,0,0,1.72,8,1,207,No,-0.487782955,-0.690212632,0,
2538,707,129,0,0,0,1.72,8,1,253,No,-0.462958128,0.333449771,0,
2539,708,124,0,0,0,1.72,8,1,256,No,-0.413308474,0.303342053,0,
2550,712,118,0,0,0,1.72,8,1,207,No,-0.388483647,-0.690212632,0,
2581,720,117,0,0,0,1.72,8,1,179,No,-0.36365882,-1.698821176,0,
2584,721,119,0,0,0,1.72,8,1,233,No,-0.413308474,0.075025194,0,
2585,722,113,0,0,0,1.72,8,1,235,No,-0.289184339,-0.316375137,0,
2587,723,117,0,0,0,1.72,8,1,191,No,-0.36365882,-1.224624622,0,
2593,724,118,0,0,0,1.72,8,1,257,No,-0.512607782,0.090079052,0,
2622,727,88,0,0,0,1.72,8,1,175,No,-0.487782955,0.609437183,0,
2623,727,88,0,0,0,1.72,8,2,200,No,-0.487782955,0.609437183,0,
2624,727,88,0,0,0,1.72,8,3,250,No,-0.487782955,0.609437183,0,
2625,727,88,0,0,0,1.72,8,4,258,No,-0.487782955,0.609437183,0,
2633,728,103,0,0,0,1.72,8,1,239,No,-0.438133301,0.396174183,0,
2643,730,124,0,0,0,1.72,8,1,207,No,-0.462958128,-0.078022372,0,
2646,731,119,0,0,0,1.72,8,1,235,No,-0.487782955,0.333449771,0,
2649,733,118,0,0,0,1.72,8,1,256,No,-0.462958128,0.150294488,0,
2651,734,107,0,0,0,1.72,8,1,203,No,-0.487782955,-0.783044762,0,
2653,735,124,0,0,0,1.72,8,1,219,No,-0.487782955,-0.095585207,0,
2659,737,113,0,0,0,1.72,8,1,207,No,-0.487782955,-0.660104914,0,
2664,739,124,2,54,5,1.72,8,1,255,No,-0.264359512,0.303342053,0,
2669,740,97,0,0,0,1.72,8,1,179,No,-0.065760896,-1.51064794,0,
2685,743,113,0,0,0,1.72,8,1,202,No,-0.438133301,-0.268704584,0,
2692,745,124,0,0,0,1.72,8,1,256,No,-0.512607782,0.12018677,0,
2694,746,118,0,0,0,1.72,8,1,257,No,-0.462958128,-0.002753077,0,
2703,750,107,0,0,0,1.72,8,1,256,No,-0.512607782,-0.973726974,0,
2705,751,98,0,0,0,1.72,8,1,187,No,-0.314009166,0.456389618,0,
2711,753,103,0,0,0,1.72,8,1,239,No,-0.487782955,0.975747749,0,
2713,754,124,0,0,0,1.72,8,1,219,No,-0.36365882,-0.09307623,0,
2718,755,117,2,0,8,1.72,8,1,212,No,-0.512607782,-0.858314056,0,
2721,756,124,0,0,0,1.72,8,1,218,No,-0.462958128,0.403701112,0,
2728,759,83,0,0,0,1.72,8,1,195,No,-0.512607782,0.549221748,0,
2729,759,83,0,0,0,1.72,8,2,250,No,-0.512607782,0.549221748,0,
2730,759,83,0,0,0,1.72,8,3,258,No,-0.512607782,0.549221748,0,
2745,762,124,0,7,3,1.72,8,1,219,No,-0.462958128,0.090079052,0,
2753,765,130,0,0,0,1.72,8,1,224,No,-0.438133301,0.12018677,0,
2755,766,117,0,0,0,1.72,8,1,191,No,-0.413308474,-1.194516904,0,
2757,767,117,0,0,0,1.72,8,1,196,No,-0.413308474,-1.623551881,0,
2759,768,108,1,68,2,1.72,8,1,239,No,-0.264359512,0.486497336,0,
2774,772,113,0,0,0,1.72,8,1,204,No,-0.314009166,-0.316375137,0,
2776,773,98,0,0,0,1.72,8,1,189,No,-0.487782955,-0.246123795,0,
2779,774,123,1,0,0,1.72,8,1,211,No,-0.413308474,-0.828206338,0,
2786,777,86,0,0,0,1.72,8,1,174,No,-0.388483647,0.494024265,0,
2810,787,103,0,0,0,1.72,8,1,241,No,-0.512607782,0.366066465,0,
2812,788,95,0,0,0,1.72,8,1,219,No,-0.165060204,-2.755100273,0,
2813,789,124,0,0,3,1.72,8,1,225,No,-0.462958128,0.243126618,0,
2829,793,98,0,0,0,1.72,8,1,187,No,-0.388483647,0.461407571,0,
2832,794,108,0,0,0,1.72,8,1,238,No,-0.462958128,0.4262819,0,
2842,796,117,0,0,0,1.72,8,1,196,No,-0.36365882,-1.623551881,0,
2853,801,119,0,0,0,1.72,8,1,234,No,-0.537432609,-0.017806936,0,
2857,803,124,0,0,0,1.72,8,1,220,SFL,-0.487782955,-0.629997196,0,
2865,807,124,0,0,0,1.72,8,1,256,No,-0.562257436,0.273234335,0,
2867,808,107,0,0,0,1.72,8,1,203,No,-0.289184339,-0.973726974,0,
2869,809,117,0,0,0,1.72,8,1,213,No,-0.512607782,-0.951146186,0,
2871,810,129,0,2,0,1.72,8,1,253,No,-0.314009166,0.303342053,0,
2875,811,117,2,0,0,1.72,8,1,213,No,-0.36365882,-1.104193751,0,
2879,812,124,0,0,0,1.72,8,1,218,No,-0.264359512,-0.09307623,0,
2884,813,117,1,71,11,1.72,8,1,199,No,-0.140235377,-1.410288881,0,
2889,814,117,0,0,0,1.72,8,1,189,No,-0.140235377,-0.996307762,0,
2890,815,112,0,0,0,1.72,8,1,209,No,-0.413308474,-0.767990903,0,
2895,817,112,0,0,0,1.72,8,1,235,No,-0.537432609,-2.142910012,0,
2900,819,119,0,0,0,1.72,8,1,234,No,-0.512607782,-0.017806936,0,
2903,821,113,0,0,0,1.72,8,1,206,No,-0.065760896,-0.276231513,0,
2913,825,117,1,0,1,1.72,8,1,214,No,-0.413308474,-0.918529491,0,
2916,826,124,0,0,0,1.72,8,1,207,No,-0.487782955,-0.002753077,0,
2919,827,113,0,0,0,1.72,8,1,202,No,-0.438133301,-0.559745855,0,
2923,828,124,0,0,0,1.72,8,1,207,SFL,-0.314009166,-0.645051055,0,
2944,831,114,0,0,0,1.72,8,1,244,No,-0.438133301,0.366066465,0,
2946,832,107,0,0,0,1.72,8,1,257,No,-0.487782955,-0.783044762,0,
2948,833,119,0,0,0,1.72,8,1,233,No,-0.512607782,-0.017806936,0,
2949,834,98,0,0,0,1.72,8,1,190,No,-0.438133301,-0.216016078,0,
2954,836,65,0,0,0,1.72,8,1,197,No,-0.487782955,0.243126618,1,
2977,843,119,0,0,0,1.72,8,1,235,No,-0.36365882,0.243126618,0,
2982,845,31,0,0,0,1.72,8,1,174,No,-0.314009166,-0.552218926,1,
2999,847,124,0,0,0,1.72,8,1,217,No,-0.438133301,-0.140746783,0,
3004,849,125,1,0,0,1.72,8,1,252,No,-0.140235377,0.2130189,0,
3013,850,113,0,0,0,1.72,8,1,204,No,-0.413308474,-0.494512467,0,
3021,853,117,0,0,0,1.72,8,1,197,No,-0.438133301,-1.455450457,0,
3032,856,124,0,0,0,1.72,8,1,217,No,-0.462958128,-0.108130089,0,
3036,857,124,0,0,0,1.72,8,1,219,No,-0.413308474,-0.062968513,0,
3038,858,124,0,0,0,1.72,8,1,220,No,-0.462958128,-0.078022372,0,
3040,859,124,0,0,0,1.72,8,1,218,No,-0.462958128,-0.216016078,0,
3042,860,113,0,0,0,1.72,8,1,204,No,-0.264359512,-0.316375137,0,
3044,861,118,0,0,0,1.72,8,1,257,No,-0.413308474,-0.140746783,0,
3065,868,119,0,0,0,1.72,8,1,235,No,-0.388483647,0.471443477,0,
3066,869,95,0,0,0,1.72,8,1,216,No,-0.140235377,-2.632160425,0,
3071,871,65,0,0,0,1.72,8,1,196,No,-0.487782955,0.273234335,1,
3074,872,125,0,0,0,1.72,8,1,250,No,-0.388483647,0.243126618,0,
3086,874,117,0,0,0,1.72,8,1,193,No,-0.36365882,-1.164409186,0,
3093,877,130,0,0,0,1.72,8,1,224,No,-0.462958128,0.12018677,0,
3097,879,118,5,2,17,1.72,8,1,239,No,-0.264359512,-0.108130089,0,
3101,880,124,0,0,0,1.72,8,1,217,No,-0.487782955,-0.032860795,0,
3103,881,117,0,0,0,1.72,8,1,180,No,-0.264359512,-1.500612034,0,
3104,882,113,0,0,0,1.72,8,1,205,No,-0.462958128,-0.484476561,0,
3107,883,113,0,0,0,1.72,8,1,236,No,-0.36365882,-0.170854501,0,
3108,884,113,0,0,0,1.72,8,1,204,No,-0.462958128,-0.509566326,0,
3111,885,113,0,0,0,1.72,8,1,204,No,-0.462958128,-0.283758443,0,
3113,886,124,0,0,0,1.72,8,1,207,No,-0.413308474,-0.514584279,0,
3115,887,104,0,0,0,1.72,8,1,191,No,-0.314009166,1.374675009,0,
3138,893,117,0,0,0,1.72,8,1,190,No,-0.264359512,-0.996307762,0,
3146,895,117,0,0,0,1.72,8,1,190,No,-0.065760896,-1.164409186,0,
3152,896,119,0,0,0,1.72,8,1,235,No,-0.462958128,0.441335759,0,
3156,898,118,0,0,0,1.72,8,1,257,No,-0.462958128,0.059971335,0,
3165,899,114,0,0,0,1.72,8,1,227,No,-0.438133301,0.12018677,0,
3171,902,98,0,0,0,1.72,8,1,188,No,-0.487782955,0.396174183,0,
3175,904,113,0,0,0,1.72,8,1,206,No,-0.413308474,-0.507057349,0,
3179,906,118,0,0,0,1.72,8,1,256,No,-0.487782955,-0.09307623,0,
3189,908,124,4,104,38,1.72,8,1,256,No,-0.165060204,0.303342053,0,
3199,912,76,0,0,0,1.72,8,1,195,No,-0.289184339,0.855316878,1,
3203,913,124,0,0,0,1.72,8,1,218,No,-0.140235377,0.3409767,0,
3208,916,117,0,0,0,1.72,8,1,198,No,-0.36365882,-1.623551881,0,
3217,920,118,0,0,0,1.72,8,1,255,No,-0.413308474,0.303342053,0,
3224,923,124,0,0,0,1.72,8,1,208,No,-0.438133301,-0.123183948,0,
3226,924,114,0,0,0,1.72,8,1,236,No,-0.314009166,0.150294488,0,
3229,926,124,0,0,0,1.72,8,1,256,No,-0.11541055,0.366066465,0,
3235,928,119,0,0,0,1.72,8,1,233,No,-0.462958128,0.044917476,0,
3239,930,113,1,0,0,1.72,8,1,205,No,-0.438133301,-0.469422702,0,
3244,931,117,0,0,0,1.72,8,1,192,No,-0.36365882,-1.194516904,0,
3248,933,117,0,0,0,1.72,8,1,191,No,-0.338833993,-1.224624622,0,
3252,934,114,0,0,0,1.72,8,1,225,No,-0.189885031,0.579329465,0,
3254,935,114,0,0,0,1.72,8,1,227,No,-0.438133301,0.12018677,0,
3255,936,118,0,0,0,1.72,8,1,256,No,-0.512607782,-0.09307623,0,
3268,939,129,0,0,2,1.72,8,1,241,No,-0.512607782,-0.238596866,0,
3282,944,113,0,0,0,1.72,8,1,205,No,-0.462958128,-0.507057349,0,
3283,945,92,0,0,0,1.72,8,1,186,No,-0.438133301,-0.308848207,0,
3286,946,124,0,0,0,1.72,8,1,256,No,-0.413308474,0.273234335,0,
3293,949,108,0,0,0,1.72,8,1,236,No,-0.189885031,-0.032860795,0,
3296,950,117,0,0,0,1.72,8,1,191,No,-0.189885031,-1.224624622,0,
3301,952,124,5,205,2,1.72,8,1,218,No,-0.289184339,-0.461895773,0,
3305,953,103,0,0,0,1.72,8,1,241,No,-0.438133301,0.366066465,0,
3319,957,117,2,0,0,1.72,8,1,209,No,-0.36365882,-1.287349033,0,
3323,959,135,0,0,0,1.72,8,1,221,No,-0.388483647,0.441335759,0,
3325,960,103,0,0,0,1.72,8,1,224,No,-0.438133301,0.549221748,0,
3331,963,108,0,0,0,1.72,8,1,240,No,-0.36365882,0.609437183,0,
3333,964,113,0,0,0,1.72,8,1,205,No,-0.36365882,-0.552218926,0,
3339,967,108,0,0,0,1.72,8,1,236,No,-0.438133301,-0.002753077,0,
3341,968,118,0,0,0,1.72,8,1,256,No,-0.487782955,-0.09307623,0,
3347,969,65,0,0,0,1.72,8,1,197,No,-0.314009166,0.594383324,1,
3351,970,113,0,0,0,1.72,8,1,238,No,-0.438133301,-0.399171361,0,
3352,971,95,0,0,0,1.72,8,1,216,No,-0.165060204,-2.632160425,0,
3354,972,124,0,0,0,1.72,8,1,255,No,-0.314009166,0.303342053,0,
3358,974,98,0,0,0,1.72,8,1,178,No,-0.438133301,0.732377031,0,
3365,976,117,0,0,0,1.72,8,1,190,No,-0.264359512,-1.164409186,0,
3386,980,98,0,0,0,1.72,8,1,211,No,-0.388483647,0.368575441,0,
3403,982,123,0,2,3,1.72,8,1,212,No,-0.438133301,-0.735374209,0,
3412,983,123,0,0,1,1.72,8,1,211,No,-0.140235377,-0.735374209,0,
3413,984,123,0,0,0,1.72,8,1,212,No,-0.512607782,-0.735374209,0,
3422,985,115,0,0,0,1.72,8,1,205,No,-0.314009166,1.251735161,0,
3427,987,119,0,0,0,1.72,8,1,236,No,-0.512607782,0.172875276,0,
3428,988,113,0,0,0,1.72,8,1,204,No,-0.462958128,-0.436806008,0,
3431,989,129,0,0,0,1.72,8,1,253,No,-0.512607782,0.366066465,0,
3436,990,117,0,0,0,1.72,8,1,194,No,-0.165060204,-1.530719752,0,
3449,994,124,0,0,0,1.72,8,1,217,No,-0.314009166,-0.170854501,0,
3455,996,125,1,33,10,1.72,8,1,220,No,-0.314009166,0.2130189,0,
3467,998,123,4,0,4,1.72,8,1,239,No,-0.413308474,-0.276231513,0,
3470,999,92,0,0,0,1.72,8,1,186,No,-0.438133301,-0.216016078,0,
3475,1000,107,0,0,0,1.72,8,1,257,No,-0.512607782,-1.056523198,0,
3485,1005,107,0,0,0,1.72,8,1,203,No,-0.438133301,-1.033942409,0,
3488,1006,129,0,0,0,1.72,8,1,251,SFL,-0.413308474,-0.09307623,0,
3492,1008,124,0,0,0,1.72,8,1,207,No,-0.438133301,-0.078022372,0,
3498,1010,89,0,0,0,1.72,8,1,217,No,-0.314009166,-3.93181024,0,
3501,1012,103,0,0,0,1.72,8,1,241,No,-0.487782955,0.366066465,0,
3507,1014,97,0,0,0,1.72,8,1,179,No,-0.264359512,-1.465486363,0,
3520,1019,117,0,0,1,1.72,8,1,214,No,-0.438133301,-0.918529491,0,
3521,1020,118,0,0,0,1.72,8,1,256,No,-0.462958128,-0.09307623,0,
3530,1021,102,0,0,0,1.72,8,1,187,No,-0.314009166,-1.457959434,0,
3532,1022,129,0,0,0,1.72,8,1,254,No,-0.36365882,0.303342053,0,
3533,1023,98,0,0,0,1.72,8,1,176,No,-0.388483647,-0.828206338,0,
3537,1024,119,0,0,0,1.72,8,1,234,No,-0.512607782,0.012300782,0,
3544,1026,124,0,0,0,1.72,8,1,217,No,-0.462958128,-0.170854501,0,
3546,1027,113,0,0,0,1.72,8,1,205,No,-0.239534685,-0.338955925,0,
3548,1028,118,0,0,0,1.72,8,1,256,No,-0.413308474,0.2130189,0,
3550,1029,70,0,0,0,1.72,8,1,199,No,-0.537432609,-0.675158773,1,
3562,1031,117,0,0,0,1.72,8,1,181,No,-0.314009166,-1.440396599,0,
3578,1036,109,0,0,0,1.72,8,1,211,No,-0.438133301,0.366066465,0,
3580,1037,107,0,0,0,1.72,8,1,251,No,-0.512607782,-1.879467482,0,
3586,1040,113,0,0,0,1.72,8,1,207,No,-0.562257436,-0.323902066,0,
3589,1041,108,0,0,0,1.72,8,1,242,No,-0.512607782,0.027354641,0,
3600,1043,124,5,30,0,1.72,8,1,218,No,-0.438133301,0.288288194,0,
3606,1045,117,0,0,0,1.72,8,1,196,SFL,-0.314009166,-1.515665893,0,
3631,1049,129,0,0,0,1.72,8,1,253,No,-0.314009166,0.303342053,0,
3638,1053,117,0,0,0,1.72,8,1,213,No,-0.36365882,-1.104193751,0,
3640,1054,124,0,0,0,1.72,8,1,258,No,-0.413308474,-0.155800642,0,
3642,1055,107,0,0,0,1.72,8,1,256,No,-0.016111242,-0.951146186,0,
3650,1058,114,0,0,0,1.72,8,1,252,No,-0.512607782,0.090079052,0,
3655,1060,113,0,0,0,1.72,8,1,205,No,-0.314009166,-0.564763808,0,
3658,1061,117,0,0,0,1.72,8,1,191,No,-0.36365882,-1.224624622,0,
3665,1064,114,0,0,0,1.72,8,1,225,No,-0.314009166,0.579329465,0,
3666,1065,114,0,0,0,1.72,8,1,227,No,-0.438133301,0.2130189,0,
3671,1067,112,0,0,0,1.72,8,1,235,SFL,-0.289184339,-2.112802294,0,
3686,1070,114,0,0,0,1.72,8,1,236,No,-0.438133301,0.090079052,0,
3688,1071,113,0,0,0,1.72,8,1,237,No,-0.189885031,-0.727847279,0,
3692,1073,113,0,0,0,1.72,8,1,236,No,-0.487782955,-0.514584279,0,
